car_name,location,km_driven,fuel_type,transmission_type,owner_type,mileage,engine,max_power,seats,price_inr,vehicle_age,brand,model,seller_type
Maruti Alto,Unknown,37528,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,310000.0,6,Maruti,Alto,Dealer
Maruti Vitara,Unknown,62000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,820000.0,4,Maruti,Vitara,Dealer
Maruti Alto,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,280000.0,6,Maruti,Alto,Individual
Maruti Wagon R,Unknown,65369,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,390000.0,7,Maruti,Wagon R,Dealer
Renault Duster,Unknown,72000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,495000.0,7,Renault,Duster,Dealer
Maruti Ciaz,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,800000.0,3,Maruti,Ciaz,Individual
Maruti Swift,Unknown,78000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,427000.0,8,Maruti,Swift,Individual
Toyota Innova,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,600000.0,13,Toyota,Innova,Individual
Datsun GO,Unknown,22000,Petrol,Manual,Unknown,18.15,1493.0,97.7,7.0,400000.0,3,Datsun,GO,Dealer
Honda Amaze,Unknown,57000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,5,Honda,Amaze,Dealer
Maruti Swift,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,3,Maruti,Swift,Individual
Maruti Swift,Unknown,158000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,8,Maruti,Swift,Individual
Mahindra XUV500,Unknown,56000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1275000.0,5,Mahindra,XUV500,Dealer
Volkswagen Polo,Unknown,80000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,499000.0,6,Volkswagen,Polo,Dealer
Hyundai i20,Unknown,37000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,495000.0,7,Hyundai,i20,Dealer
Renault Duster,Unknown,50000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,8,Renault,Duster,Dealer
Toyota Innova,Unknown,92000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1150000.0,5,Toyota,Innova,Dealer
Maruti Swift,Unknown,99590,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,11,Maruti,Swift,Individual
Honda Amaze,Unknown,54000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,400000.0,7,Honda,Amaze,Individual
Maruti Baleno,Unknown,74000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,3,Maruti,Baleno,Individual
Maruti Ertiga,Unknown,36000,Petrol,Manual,Unknown,18.15,1493.0,97.7,7.0,665000.0,8,Maruti,Ertiga,Dealer
Volvo XC60,Unknown,95000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1600000.0,8,Volvo,XC60,Dealer
Hyundai i20,Unknown,48000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,625000.0,5,Hyundai,i20,Dealer
Honda Jazz,Unknown,14609,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,850000.0,3,Honda,Jazz,Dealer
Skoda Octavia,Unknown,38000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,540000.0,13,Skoda,Octavia,Dealer
Maruti Alto,Unknown,54000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,260000.0,4,Maruti,Alto,Individual
Maruti Swift Dzire,Unknown,77000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,4,Maruti,Swift Dzire,Dealer
Maruti Alto,Unknown,20387,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,335000.0,2,Maruti,Alto,Dealer
Mahindra Scorpio,Unknown,127000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,400000.0,11,Mahindra,Scorpio,Individual
Renault KWID,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,340000.0,3,Renault,KWID,Individual
Maruti Vitara,Unknown,80000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,830000.0,3,Maruti,Vitara,Individual
Mercedes-Benz GL-Class,Unknown,79090,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,4500000.0,5,Mercedes-Benz,GL-Class,Dealer
Hyundai Venue,Unknown,14351,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,1090000.0,2,Hyundai,Venue,Dealer
Maruti Alto,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,228000.0,5,Maruti,Alto,Individual
Maruti Wagon R,Unknown,96547,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,290000.0,12,Maruti,Wagon R,Dealer
Maruti Baleno,Unknown,34000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,5,Maruti,Baleno,Dealer
Hyundai Verna,Unknown,65000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,595000.0,8,Hyundai,Verna,Dealer
Hyundai Grand,Unknown,75571,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,7,Hyundai,Grand,Dealer
Hyundai i20,Unknown,52253,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,480000.0,9,Hyundai,i20,Dealer
Maruti Vitara,Unknown,55000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,970000.0,4,Maruti,Vitara,Individual
Maruti Swift Dzire,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,7,Maruti,Swift Dzire,Individual
Honda Amaze,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,4,Honda,Amaze,Individual
Renault Duster,Unknown,75000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,730000.0,5,Renault,Duster,Dealer
Hyundai i20,Unknown,69482,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,565000.0,6,Hyundai,i20,Dealer
Hyundai Grand,Unknown,16000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,625000.0,3,Hyundai,Grand,Dealer
Hyundai Creta,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,970000.0,4,Hyundai,Creta,Dealer
Maruti Vitara,Unknown,66000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,795000.0,5,Maruti,Vitara,Dealer
Tata Tigor,Unknown,18000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,580000.0,3,Tata,Tigor,Individual
Volkswagen Polo,Unknown,64341,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,530000.0,7,Volkswagen,Polo,Dealer
Honda Civic,Unknown,64537,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,295000.0,13,Honda,Civic,Dealer
Ford Freestyle,Unknown,24000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,3,Ford,Freestyle,Dealer
Hyundai i20,Unknown,50000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,820000.0,2,Hyundai,i20,Individual
Hyundai i20,Unknown,110000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,400000.0,10,Hyundai,i20,Individual
Maruti Wagon R,Unknown,69073,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,330000.0,8,Maruti,Wagon R,Dealer
Ford Figo,Unknown,100000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,6,Ford,Figo,Individual
Toyota Innova,Unknown,30000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,2050000.0,3,Toyota,Innova,Dealer
Ford Figo,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,270000.0,7,Ford,Figo,Individual
Maruti Celerio,Unknown,55000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,450000.0,4,Maruti,Celerio,Dealer
Maruti Baleno,Unknown,21340,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,3,Maruti,Baleno,Individual
Ford Aspire,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,6,Ford,Aspire,Individual
Honda Amaze,Unknown,33000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,5,Honda,Amaze,Dealer
Honda Amaze,Unknown,97000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,365000.0,8,Honda,Amaze,Individual
Maruti Baleno,Unknown,38000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,580000.0,5,Maruti,Baleno,Dealer
Maruti Alto,Unknown,43043,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,230000.0,9,Maruti,Alto,Individual
Maruti Vitara,Unknown,29000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,985000.0,4,Maruti,Vitara,Dealer
Renault Duster,Unknown,135000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,430000.0,8,Renault,Duster,Individual
Hyundai i20,Unknown,38900,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,580000.0,5,Hyundai,i20,Individual
Honda WR-V,Unknown,9900,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,990000.0,2,Honda,WR-V,Dealer
Hyundai i10,Unknown,57001,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,404000.0,9,Hyundai,i10,Dealer
Hyundai i20,Unknown,52000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,465000.0,8,Hyundai,i20,Dealer
Maruti Swift,Unknown,48000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,480000.0,6,Maruti,Swift,Dealer
Datsun RediGO,Unknown,11995,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,330000.0,5,Datsun,RediGO,Dealer
Maruti Swift Dzire,Unknown,52433,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,3,Maruti,Swift Dzire,Dealer
Honda Amaze,Unknown,20350,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,4,Honda,Amaze,Dealer
Maruti Wagon R,Unknown,113675,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,180000.0,12,Maruti,Wagon R,Dealer
Maruti Wagon R,Unknown,38311,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,469000.0,4,Maruti,Wagon R,Dealer
Hyundai i10,Unknown,34355,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,455000.0,5,Hyundai,i10,Dealer
Maruti Swift,Unknown,86000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,499000.0,8,Maruti,Swift,Dealer
Hyundai Verna,Unknown,68000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,690000.0,7,Hyundai,Verna,Dealer
Maruti Celerio,Unknown,64211,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,440000.0,5,Maruti,Celerio,Dealer
Mercedes-Benz E-Class,Unknown,94000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1350000.0,11,Mercedes-Benz,E-Class,Dealer
Hyundai Grand,Unknown,38861,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,583000.0,5,Hyundai,Grand,Dealer
Maruti Baleno,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,580000.0,2,Maruti,Baleno,Individual
Maruti Ertiga,Unknown,85321,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,650000.0,7,Maruti,Ertiga,Dealer
Audi A4,Unknown,10950,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,4200000.0,2,Audi,A4,Individual
Maruti Alto,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,306000.0,4,Maruti,Alto,Individual
Ford Figo,Unknown,43000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,410000.0,8,Ford,Figo,Dealer
Ford Ecosport,Unknown,25000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,850000.0,3,Ford,Ecosport,Dealer
Hyundai i20,Unknown,86000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,675000.0,5,Hyundai,i20,Dealer
Hyundai i20,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,590000.0,2,Hyundai,i20,Individual
Hyundai Verna,Unknown,5000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,5,Hyundai,Verna,Individual
Maruti Baleno,Unknown,23000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,760000.0,3,Maruti,Baleno,Individual
Mahindra XUV500,Unknown,10000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1400000.0,3,Mahindra,XUV500,Individual
Toyota Innova,Unknown,270000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,1050000.0,8,Toyota,Innova,Individual
Renault Duster,Unknown,100000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,600000.0,5,Renault,Duster,Individual
Hyundai Grand,Unknown,100000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,7,Hyundai,Grand,Individual
Ford Figo,Unknown,161728,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,140000.0,11,Ford,Figo,Dealer
Mahindra Thar,Unknown,15000,Diesel,Manual,Unknown,18.15,1493.0,97.7,6.0,950000.0,3,Mahindra,Thar,Individual
Land Rover Rover,Unknown,85000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1800000.0,7,Land,Rover Rover,Individual
Maruti Wagon R,Unknown,82000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,410000.0,4,Maruti,Wagon R,Dealer
Hyundai i20,Unknown,80000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,540000.0,6,Hyundai,i20,Individual
Volkswagen Polo,Unknown,30000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,9,Volkswagen,Polo,Dealer
Hyundai i10,Unknown,52000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,280000.0,11,Hyundai,i10,Dealer
Honda WR-V,Unknown,60000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,825000.0,4,Honda,WR-V,Individual
Hyundai Verna,Unknown,82000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,545000.0,9,Hyundai,Verna,Dealer
Maruti Swift,Unknown,87000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,9,Maruti,Swift,Dealer
Mercedes-Benz E-Class,Unknown,45000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,2650000.0,5,Mercedes-Benz,E-Class,Dealer
Porsche Panamera,Unknown,25000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,4.0,3800000.0,11,Porsche,Panamera,Dealer
Tata Nexon,Unknown,5000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,1000000.0,1,Tata,Nexon,Individual
Tata Tiago,Unknown,5000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,575000.0,2,Tata,Tiago,Dealer
Hyundai Verna,Unknown,73000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,250000.0,13,Hyundai,Verna,Individual
Hyundai Verna,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,475000.0,9,Hyundai,Verna,Dealer
BMW X1,Unknown,70000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1350000.0,9,BMW,X1,Dealer
Maruti Vitara,Unknown,56000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,800000.0,5,Maruti,Vitara,Dealer
Maruti Swift Dzire,Unknown,42000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,345000.0,12,Maruti,Swift Dzire,Dealer
Maruti Alto,Unknown,31393,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,3,Maruti,Alto,Dealer
Volkswagen Vento,Unknown,74450,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,675000.0,6,Volkswagen,Vento,Dealer
Datsun RediGO,Unknown,41987,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,326000.0,5,Datsun,RediGO,Dealer
Hyundai Creta,Unknown,76000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,1025000.0,6,Hyundai,Creta,Dealer
Hyundai Verna,Unknown,81000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,9,Hyundai,Verna,Dealer
Mahindra Bolero,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,660000.0,7,Mahindra,Bolero,Individual
Volkswagen Polo,Unknown,70000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,545000.0,8,Volkswagen,Polo,Dealer
Volkswagen Polo,Unknown,60202,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,6,Volkswagen,Polo,Dealer
Toyota Innova,Unknown,69000,Diesel,Manual,Unknown,18.15,1493.0,97.7,8.0,850000.0,12,Toyota,Innova,Dealer
Maruti Swift,Unknown,75000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,310000.0,11,Maruti,Swift,Dealer
Tata Tiago,Unknown,40000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,360000.0,4,Tata,Tiago,Individual
Renault KWID,Unknown,11000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,450000.0,2,Renault,KWID,Dealer
Mahindra Bolero,Unknown,120000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,380000.0,10,Mahindra,Bolero,Individual
Skoda Rapid,Unknown,57493,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,595000.0,6,Skoda,Rapid,Dealer
Maruti Alto,Unknown,59800,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,250000.0,8,Maruti,Alto,Dealer
Hyundai i10,Unknown,50038,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,10,Hyundai,i10,Dealer
Mahindra XUV500,Unknown,119000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,950000.0,4,Mahindra,XUV500,Individual
Honda City,Unknown,51000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,680000.0,5,Honda,City,Dealer
Mahindra XUV500,Unknown,100000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1550000.0,2,Mahindra,XUV500,Dealer
Maruti Celerio,Unknown,55000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,480000.0,5,Maruti,Celerio,Individual
Volkswagen Polo,Unknown,150000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,4,Volkswagen,Polo,Individual
Hyundai Elantra,Unknown,80000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,1050000.0,6,Hyundai,Elantra,Dealer
Porsche Cayenne,Unknown,25000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,6100000.0,6,Porsche,Cayenne,Dealer
Ford Figo,Unknown,88000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,265000.0,10,Ford,Figo,Individual
Maruti Baleno,Unknown,71205,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,570000.0,5,Maruti,Baleno,Dealer
Maruti Swift,Unknown,75000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,9,Maruti,Swift,Dealer
Hyundai i20,Unknown,26759,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,698000.0,4,Hyundai,i20,Dealer
Maruti Vitara,Unknown,53200,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,5,Maruti,Vitara,Dealer
Maruti Alto,Unknown,55000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,95000.0,15,Maruti,Alto,Dealer
Maruti Alto,Unknown,74650,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,140000.0,15,Maruti,Alto,Dealer
Toyota Innova,Unknown,78000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,1700000.0,5,Toyota,Innova,Dealer
Volkswagen Polo,Unknown,54232,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,750000.0,6,Volkswagen,Polo,Dealer
Maruti Baleno,Unknown,44000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,685000.0,4,Maruti,Baleno,Dealer
Hyundai Verna,Unknown,74000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,560000.0,8,Hyundai,Verna,Dealer
Honda City,Unknown,78948,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,327000.0,14,Honda,City,Dealer
Volkswagen Polo,Unknown,56000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,385000.0,7,Volkswagen,Polo,Individual
Hyundai Verna,Unknown,57140,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,575000.0,9,Hyundai,Verna,Dealer
Maruti Celerio,Unknown,28951,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,448000.0,6,Maruti,Celerio,Dealer
Maruti Baleno,Unknown,33620,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,632000.0,4,Maruti,Baleno,Dealer
Maruti Alto,Unknown,50000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,140000.0,10,Maruti,Alto,Individual
Honda WR-V,Unknown,13000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,900000.0,3,Honda,WR-V,Individual
Maruti Wagon R,Unknown,37650,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,470000.0,3,Maruti,Wagon R,Dealer
Toyota Innova,Unknown,70873,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,1325000.0,7,Toyota,Innova,Dealer
Maruti Swift Dzire,Unknown,70123,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,445000.0,7,Maruti,Swift Dzire,Dealer
Hyundai Grand,Unknown,69000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,474000.0,7,Hyundai,Grand,Dealer
Ford Aspire,Unknown,12000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,3,Ford,Aspire,Individual
Hyundai i20,Unknown,100000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,550000.0,5,Hyundai,i20,Individual
Honda Amaze,Unknown,88185,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,500000.0,5,Honda,Amaze,Dealer
Hyundai i10,Unknown,32886,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,449000.0,5,Hyundai,i10,Dealer
Maruti Alto,Unknown,15000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,3,Maruti,Alto,Individual
Maruti Swift Dzire,Unknown,29000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,750000.0,4,Maruti,Swift Dzire,Dealer
Toyota Innova,Unknown,145000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,355000.0,15,Toyota,Innova,Dealer
Maruti Celerio,Unknown,34000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,425000.0,6,Maruti,Celerio,Dealer
Volkswagen Polo,Unknown,75500,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,570000.0,4,Volkswagen,Polo,Dealer
Volkswagen Vento,Unknown,58000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,520000.0,9,Volkswagen,Vento,Dealer
Maruti Wagon R,Unknown,38000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,425000.0,4,Maruti,Wagon R,Dealer
Maruti Vitara,Unknown,47000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,990000.0,3,Maruti,Vitara,Dealer
Volkswagen Polo,Unknown,91000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,565000.0,6,Volkswagen,Polo,Dealer
Maruti Swift,Unknown,64000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,625000.0,7,Maruti,Swift,Dealer
Hyundai Grand,Unknown,15000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,550000.0,4,Hyundai,Grand,Dealer
Hyundai i10,Unknown,93535,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,275000.0,13,Hyundai,i10,Dealer
Mahindra XUV300,Unknown,13000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,895000.0,2,Mahindra,XUV300,Dealer
Tata Tiago,Unknown,31000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,525000.0,4,Tata,Tiago,Dealer
Maruti Swift,Unknown,62000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,575000.0,4,Maruti,Swift,Dealer
Toyota Fortuner,Unknown,48000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,7.0,3300000.0,2,Toyota,Fortuner,Individual
Hyundai Creta,Unknown,100000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,1000000.0,5,Hyundai,Creta,Individual
Tata Safari,Unknown,130000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,300000.0,10,Tata,Safari,Individual
Tata Harrier,Unknown,16700,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,1725000.0,2,Tata,Harrier,Dealer
Maruti Alto,Unknown,22000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,335000.0,4,Maruti,Alto,Individual
Mercedes-Benz E-Class,Unknown,68000,Diesel,Automatic,Unknown,18.15,1493.0,97.7,5.0,2450000.0,7,Mercedes-Benz,E-Class,Dealer
Datsun GO,Unknown,23142,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,360000.0,4,Datsun,GO,Dealer
Honda Jazz,Unknown,62510,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,520000.0,5,Honda,Jazz,Dealer
Maruti Ciaz,Unknown,44000,Petrol,Automatic,Unknown,18.15,1493.0,97.7,5.0,790000.0,4,Maruti,Ciaz,Dealer
Hyundai Creta,Unknown,20000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,820000.0,2,Hyundai,Creta,Individual
Maruti Wagon R,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,300000.0,9,Maruti,Wagon R,Individual
Maruti Alto,Unknown,86000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,220000.0,11,Maruti,Alto,Dealer
MG Hector,Unknown,8100,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,1855000.0,2,MG,Hector,Dealer
Maruti Swift Dzire,Unknown,61000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,490000.0,8,Maruti,Swift Dzire,Dealer
Maruti Swift,Unknown,60000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,350000.0,12,Maruti,Swift,Individual
Mahindra XUV500,Unknown,79000,Diesel,Manual,Unknown,18.15,1493.0,97.7,7.0,790000.0,7,Mahindra,XUV500,Dealer
Tata Tiago,Unknown,7000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,490000.0,3,Tata,Tiago,Individual
Maruti Alto,Unknown,35000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,370000.0,4,Maruti,Alto,Individual
Maruti Baleno,Unknown,71000,Diesel,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,4,Maruti,Baleno,Dealer
Renault KWID,Unknown,13000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,370000.0,2,Renault,KWID,Individual
Ford Freestyle,Unknown,35000,Petrol,Manual,Unknown,18.15,1493.0,97.7,5.0,650000.0,3,Ford,Freestyle,Individual
